0	0	9	6
0	0	9	1
6.82009997	5.8581213	4	8
0	0	9	5
0	0	9	6
3.08885235	9.94077285	5	9
0	0	9	2
0	0	9	1
25.42847635	44.28031161	8	6
0	0	9	5
0	0	9	9
6.17482022	5.73664728	4	1
0	0	9	2
0	0	9	6
18.85366237	-4.56913352	8	8
0	0	9	2
0	0	9	5
0	0	9	6
0	0	9	6
0	0	9	5
6.26462069	7.4389266	4	1
0	0	9	2
0	0	9	9
6.97448779	8.2766413	4	1
23.76452006	38.26283499	7	6
0	0	9	5
0	0	9	9
0	0	9	1
6.4009535	6.76789312	4	1
0	0	9	9
0	0	9	1
0	0	9	5
6.31732464	5.97037976	4	2
0	0	9	8
0	0	9	6
8.35302664	6.43131498	3	9
-1.38264224	-4.92160685	6	1
0	0	9	5
8.6508956	6.23273559	4	9
8.92568074	6.18079739	5	6
0	0	9	5
0	0	9	8
0	0	9	2
9.54360331	5.63757985	4	9
0	0	9	5
0	0	9	1
0	0	9	8
0	0	9	2
0	0	9	9
0	0	9	5
0	0	9	6
0	0	9	2
6.15981492	-2.11716439	4	5
0	0	9	9
0	0	9	1
0	0	9	6
6.11212301	6.56310374	4	5
4.79469011	8.80351244	5	2
10.53027599	4.97981608	7	1
3.89659377	18.80381781	7	8
6.220358	6.588864	4	1
0	0	9	6
0	0	9	5
0	0	9	2
7.11343613	7.25771321	4	1
0	0	9	8
8.91027501	-7.01099456	7	6
0.29009284	11.80660178	8	9
0	0	9	8
0	0	9	6
9.28366448	1.81089081	5	8
6.00917929	6.41032416	8	5
0	0	9	2
0	0	9	1
0	0	9	9
11.94960789	1.97695046	7	6
6.19117892	5.96487344	3	2
7.8511356	2.7659088	5	6
0	0	9	5
6.26462069	7.4389266	4	1
0	0	9	2
0	0	9	9
6.97448779	8.2766413	4	1
23.76452006	38.26283499	7	6
0	0	9	5
0	0	9	9
0	0	9	1
6.4009535	6.76789312	4	1
0	0	9	9
0	0	9	1
0	0	9	5
6.31732464	5.97037976	4	2
0	0	9	8
0	0	9	6
8.35302664	6.43131498	3	9
-1.38264224	-4.92160685	6	1
0	0	9	5
8.6508956	6.23273559	4	9
8.92568074	6.18079739	5	6
0	0	9	5
0	0	9	8
0	0	9	2
9.54360331	5.63757985	4	9
0	0	9	5
0	0	9	1
0	0	9	8
0	0	9	2
0	0	9	9
0	0	9	5
0	0	9	6
0	0	9	2
6.15981492	-2.11716439	4	5
0	0	9	9
0	0	9	1
0	0	9	6
6.11212301	6.56310374	4	5
4.79469011	8.80351244	5	2
10.53027599	4.97981608	7	1
3.89659377	18.80381781	7	8
6.220358	6.588864	4	1
0	0	9	6
0	0	9	5
0	0	9	2
7.11343613	7.25771321	4	1
0	0	9	8
8.91027501	-7.01099456	7	6
0.29009284	11.80660178	8	9
0	0	9	8
0	0	9	6
9.28366448	1.81089081	5	8
6.00917929	6.41032416	8	5
0	0	9	2
0	0	9	1
0	0	9	9
11.94960789	1.97695046	7	6
6.19117892	5.96487344	3	2
7.8511356	2.7659088	5	6
0	0	9	5
6.01278356	6.87253809	4	8
0	0	9	5
0	0	9	6
0	0	9	2
0	0	9	1
0	0	9	6
-0.2202706	12.14681047	7	9
-17.07751109	-15.38299155	9	2
0	0	9	5
0	0	9	6
0	0	9	1
5.58609812	-4.16726867	5	9
0	0	9	5
0	0	9	1
0	0	9	8
0	0	9	5
10.61735049	2.25170252	3	6
6.30722279	-2.93527389	4	9
11.37629345	2.74089587	8	8
0	0	9	2
0	0	9	9
6.40960313	5.88058078	3	8
10.94188865	1.97176597	3	6
5.70956373	5.92426884	6	2
9.68878394	5.90172204	3	8
0	0	9	5
7.78908429	6.8072749	5	2
8.9308603	6.09121176	7	6
0	0	9	1
0	0	9	9
0	0	9	5
5.72878359	5.95700799	3	2
5.6422603	6.0054077	4	5
6.39471182	6.90111753	4	1
0	0	9	6
5.23899325	6.69554802	4	2
4.217671	7.50395532	5	8
0	0	9	5
12.26871215	10.52436759	5	2
11.56352021	1.67346791	5	8
10.95146021	4.69902703	5	9
8.94545347	14.64848069	6	1
0	0	9	6
5.18160068	-4.66439225	5	9
6.10726231	-0.38042459	6	8
0	0	9	5
5.65418829	5.94016231	3	2
5.69683592	6.09729879	4	5
0	0	9	6
-9.66800254	18.40015691	9	1
0	0	9	6
0	0	9	8
0	0	9	9
0	0	9	2
0	0	9	1
0	0	9	9
8.30095219	6.46602117	5	6
0	0	9	5
11.56352021	1.67346791	5	8
10.95146021	4.69902703	5	9
8.94545347	14.64848069	6	1
0	0	9	6
5.18160068	-4.66439225	5	9
6.10726231	-0.38042459	6	8
0	0	9	5
5.65418829	5.94016231	3	2
5.69683592	6.09729879	4	5
0	0	9	6
-9.66800254	18.40015691	9	1
0	0	9	6
0	0	9	8
0	0	9	9
0	0	9	2
0	0	9	1
0	0	9	9
8.30095219	6.46602117	5	6
0	0	9	5
5.41754241	5.59457792	3	2
8.05704983	6.62863308	5	9
11.5645895	1.9778956	4	2
0	0	9	5
0	0	9	6
0	0	9	9
11.10468616	2.86359571	9	8
5.37827425	5.57114048	4	5
6.01435064	6.32563869	3	5
16.20931867	6.80622556	9	1
0	0	9	6
0	0	9	8
9.74113658	1.50590216	4	6
9.51732206	5.65511875	5	9
0	0	9	8
6.55559603	6.26444375	3	8
0	0	9	6
